내용,평점,공감수,작성일
외국에서는 가입이 안돼네요 별1개도 아까움,1.0,0,2019-7-26
업데이트를 앱을 삭제하고 깔고 그후에 다싯 업데이트를 눌러야되는 3중작업이  웃김 ,1.0,0,2019-12-24
근데 조금 아쉬운게 있는데 14세 미만도 계정 만들 수 있게 해주세요. 영자님!! 영자님 날 보고 있다면 정답을 알려줘 ye!!,4.0,0,2019-8-3
업데이트만 더럽게 해대네 개선된것도 없구만,1.0,1,2019-11-17
다 맞게 계속 하는데 정보가 틀렸다고 회원가입이 안되네요. 저만 그런것도 아닌거 같은데 ,1.0,4,2019-4-3
저는 아프리카를 많이보고있습니다. 그런데 도배가 피해주는 도배가아닌건데 강퇴를 당했습니다. 풀어주세요 이런일은 처음이라 속상해요.,1.0,3,2019-2-9
어떻게 트위치 앱 보다도 못하냐. 업뎃 하면 할 수록 가관이네요.,1.0,0,2019-7-26
아프리카방송도재미게 할수있어가지고좋습니다,5.0,0,2019-7-26
회원가입할때 휴대폰 인증하라해서 했는데 다시 하라해서 했는데 또하라해서 겁나 빡치네요,1.0,0,2019-8-6
앱 ui좀 그만 바꿔요... 정신사납기만한데 왜 자꾸 건드는지 모르겠음;;,1.0,1,2020-2-28
업데이트후 vod 창모드하면 팅긴다..,1.0,0,2019-6-14
이거 왜자꾸 화면전환 자동으로 되는건가요,1.0,1,2019-6-24
실적올리려고 환장함? 뭐만하면 업데이트야,1.0,0,2019-7-26
용량도 많이 남았고 전엔 잘 들어가지던데 왜 지금은 안들어가지죠?,1.0,0,2019-1-21
아프리카 방송이 아니라 욕프리카 방송이다...입만 열면 욕이다...그걸 그냥 가만히 보고만 있는 아프리카....돈만 벌면되지...? 애들도 본다 욕하는 비제이들 단속 좀 하자...,2.0,0,2019-4-9
업데이트 할수록 퇴물화 되어지고있는 느낌..,1.0,2,2019-12-24
최신 폰을 사용중이지만 버퍼링이 너무심함,1.0,0,2019-12-6
팬가입 탈퇴 기능이 없는게 참 불편하네요-_-,3.0,0,2019-9-29
해외에서 보지도 못하는데 왜 해외 다운로드가 되나요?,1.0,0,2019-12-13
왜 안들어가지나 했더니  철구 와서 안되는거였구나,1.0,0,2020-5-24
모든 방송이 영상이랑 소리랑 싱크로가 안맞아요 원래 아프리카가 그런가요?,1.0,0,2018-10-6
아니 별풍 샀는데 왜0개죠? 장난치시는것도아니고 뭐하는짓인가요 이게,1.0,0,2019-6-18
업뎃만하면 버그투성이에 참고 쓸만한 정도로 고쳐졌다 싶으면 또 업데이트하네 왜 이러는거냐 대체,1.0,1,2019-7-28
잘 쓰고 있습니다 불편사항 같은 건 없구요,5.0,1,2019-12-15
왜이리 끈기는지 폰이 오래됐나 업뎃하고부터 엄청 끈기네 라이브방송 모두,1.0,1,2019-12-20
아프리카tv가 더 활성화되어 잘쓰고 잇습니다,5.0,0,2019-1-10
버퍼가요근래에 너무심하네요;;;;...,1.0,1,2019-5-20
로그인 했었는데 자꾸 로그아웃 되면서 계속 로그인 하라하네요;,1.0,0,2019-3-3
일단 유튜브에서 옴긴유튜버 들이 있어서 재밌진않지만 dJ영상은굿,1.0,0,2019-1-27
운영자 갑질 최고조 오지는 버퍼링 유튜브가 미래가 될것이다,1.0,2,2018-12-15
왠만하면 리뷰안쓰는데 채팅창롤백좀해주세요 글도안보이고 너무안좋아요,1.0,1,2019-6-20
업데이트히니 들어가면 바로꼬지네요 빨리고쳐주세요,1.0,0,2019-7-26
아니 해피머니 별풍 결제가 왜 안돼!!!!!!! 장난하는겁니까?,1.0,0,2019-12-25
아니 돈도마노이 벌면서 똑똑한애들좀 써라.. 업뎃만하면 오류투성이다 ..비싸더라도 똑똑한애덜을 써,1.0,0,2020-4-30
지금 모바일 아프리카tv 서버 터져서 안들어가짐다,5.0,0,2020-5-24
지금 아프리카 서버. 터졌나요?. 안들어가지는데요?,1.0,0,2020-5-25
지금 자꾸 튕겨여 접속이 안된다고만 뜨네여...,1.0,1,2019-1-9
아프리카티비를 키면 2.9.8 업데이트 하라구 떠서 업데이트를 햇는데도 자꾸 뜨고 지웟다가 깔아도 계속 그러는데 왜 이러는건가요,1.0,0,2019-1-31
정확하게 설명해드릴께요 맨처음에 파란색배경에 아프리카티비만 뜨고 안들어가지네요 점검인가요 점검아니면 아프리카퇴물된거네요 진짜 개빡치네요 빨리 좀 고쳐주세요 열받아미치겠네요,2.0,0,2019-1-9
잼나게 잘 사용하고 있어요 교육용으로 어린이들이 볼수있는것도 있었으면 ^^,4.0,0,2019-7-26
양팡 재밌다 필터도 좋고좋아요 그냥 다좋아요,5.0,0,2019-8-27
왜 저는 아프리카 영구정지인가요?? 사유도 없구요 오래전에 가입한 후 접속도 안했는데 영구정지 이게 뭡니까??,1.0,0,2019-10-27
아니 회원가입 하려고 들어가니깐 아무 버튼도 안눌림,1.0,0,2018-12-3
화질이좋아서오래보기좋아요축소해놓코딴거검색해두되고좋아요,4.0,1,2019-12-24
갑자기 왜 접속이안다냐 -.- 무슨 일이냐 이건,1.0,0,2020-5-24
"오늘은(주)아프리카티비TV홈페이지회원가입니다 서수길대표이사업데이트버전모바일,PC버전본인확인아이핀,휴대폰요금제돈을많이되었습니다 김혜림님다른사람을않았습니다",2.0,2,2018-11-1
문의처음에는 자동대답오고 해결안해줬었는데 두번째는 그래도 해결책제시해줬네요,4.0,0,2019-6-20
왜 가로상태에서 핸드폰 돌렸을때 안돌아가게 해놨나요 이해불가..,1.0,0,2019-8-16
맨날 업댓하고 달라지는건없고 광고만 오지게하고,1.0,0,2019-10-23
버퍼링대문에 본사에찾아가고싶을정도입니다,1.0,0,2019-1-26
아 회원가입이 안돼 아이디가 점부다 불가능해,1.0,0,2019-4-29
OS를 업데이트 하고 싶어도 업데이트가 안된다는데.. 핸드폰 오래된 사람은 아프리카 어플로 보고 싶어도 못보겄네요..,2.0,0,2019-9-14
창모드 왜안됨? 업뎃되고부터 창모드 안됨..,1.0,0,2020-6-26
아니 채팅창에 채팅이 안떠요 너무 화가나요,2.0,0,2018-12-28
저만 버퍼 심한지 알았는데 다들 버퍼 심하시네요,1.0,0,2019-6-3
업데이트된후에 BJ 알람이 진동이나 안오네요 예전처럼 창으로 뜨는게 좋았어요,1.0,0,2019-9-9
서버터졋다 좀 고쳐바라 모바일유저는 짐승만도못하냐,1.0,0,2019-1-9
아프리카잘보다가튕기고 앱실행이안됨 재설치해보고 폰재부팅해봐도 아프리카어플만실행안됨 답답해죽음,1.0,0,2019-1-9
아프리카TV로 많은이슈가 생기는거 같네요^^,5.0,1,2018-11-30
올해로 18살인 저는 평소에 사용하는데 아무 지장 없었눈데 갑자기 보호자동의를 받으라네요;,1.0,0,2019-2-23
전형적인 우덜식마인드 정해진 규칙도 없이 지들멋대로 상주고 강퇴하고 채팅창에 하나쳤다고 7일정지 걍 지우고 안본다 꺼져라,1.0,4,2018-12-28
아니  내가 올해 16살이고 만 14세 인데 14세 미만이라고 부모님 인증하라고하면 어쩌라는거야 컴도 잘돼는데 이 앱만 왜 이 모양임 ,1.0,0,2019-2-14
왜 어플 다운이나 업데이트가안되는지요 다운로드대기에서 멈춰있네요,4.0,0,2019-4-19
추천을 눌렀는데 추천멘트가 안뜨는데 왜그런건가요?,2.0,0,2019-6-4
아니... 이봐요 그런데 회원가입을 하는데 처음부터 다시 하라고 하내요... 이거좀 수정해주세요,3.0,0,2019-7-24
대처 전화 주소록 권한은 왜 달라는 거에요? 안쓰고 맙니다^^,1.0,2,2019-4-28
운동유튜버들 남자 상의 탈의하면서 하고 내 몸에 흉이 있는 것도 아닌데 19걸어도 상의탈의 안된다고 나보고만 그러는 건 뭔데? 시청자 한명 없는 방에?,1.0,0,2019-1-22
아니 왜 자꾸 버퍼링되냐고 퍼뜩안고치나,3.0,0,2018-9-27
UI개선 제발 테스트좀하시고 해주세요.,3.0,0,2019-1-31
로그인이 안되네 왜일까? 이 앱을 신고해야지,1.0,9,2018-10-26
이게 깔았는데 깔리지가 안고 설치 중 이라고만 써 있어 깔 수가 없어요,1.0,0,2019-4-13
아니 왜설치가 안되나요?몇번해도 설치할수없다는군요 공간이 많은데,1.0,0,2019-6-9
정글은 저튜브 정글은 누가 뭐라해도 저튜브죠 쿵!쿵!쿵! 이쿠!! 오우 저치기,5.0,0,2020-2-29
넘 좋은것 같아용특히 턱형님이 젤 꿀잼,5.0,0,2019-8-7
증말 진짜 안휘둘리야지했는데 너무 좋아요 6시리,5.0,0,2019-8-19
서버가 한국이라서 그런지 일단 화질이 좋아서 본다.,5.0,1,2019-12-24
분명 본인인증까지다했는데 계속 본인인증을하라는데 어떻게된거죠?,2.0,0,2019-8-16
다좋아요 근데 지금서버가 터졌어요 복구좀여,5.0,1,2019-1-9
좋은 만12세도 혼자 로그인 할수있으면 좋겠어요 제가 갠사 때문에 그 혼자 해야해서 ,4.0,1,2019-1-12
업데이트 한후로 제닉만 채팅쳐도 갈색으로 나옴 수정하셈 ,1.0,2,2019-6-21
업뎃후 왜 팬 매니저 구독자 닉네임색깔이 모두 흰색으로 된거죠..?,3.0,1,2018-11-9
업데이트 하고나서 멀티스크린이 안되요 이것좀 해결 부탁드려요,5.0,0,2019-6-22
간만에 보려고 하니 패치 개떡같이 함? 왜 겁나 무거워지고 서버도 불안정하다 계속뜨고 뭐하는거임?,1.0,1,2019-6-29
BJ를 꿈꾸는 사람이라면은 꼭거쩌가야하는 아프리카TV 모바일화면 생방송도 때면 진짜 그야말로 두말하면잔소리 진짜좋은 아프리카tv가 될거같다요 생방송모바일화면 생방도 지원대면 별5개더 들였을 텐데 아쉽네요,4.0,0,2019-7-27
그냥 차라리 유튭 스트리밍 보고말지  썩음그냥 앱자체가 1점도주기싫은데 선택해야되서한다,1.0,0,2019-12-13
다좋은데 왜 만 14세전은 사용하면 안돼죠?,5.0,0,2019-2-18
보기 싫은 방송(BJ)을 보이지 않게 하는 기능이 있었으면 좋겠음,2.0,4,2019-2-1
s10+인데 최고화질로보면 중간에 버퍼링이 살짝씩 생겨요,5.0,0,2020-2-14
설치가 되어야 뭘 하죠설치를 40분동안 했는데 안되네욬,1.0,0,2020-4-9
망치부인 방송... 시청 넘 잘 됩니다^^,5.0,1,2019-4-8
뭐 이걸로 방송한다는데 깔아서 봐야줘 뭐  아주 좋네유 ,5.0,0,2019-7-28
회원가입이 안돼요 그 본인인증했는데 자꾸 안했다고 뜨고 고쳐주세오,4.0,0,2019-8-25
채팅창 2칸으로 만드는기능 추가해주세요 모바일로 볼때 아래가 짤려나와서 불편해요,1.0,0,2019-9-2
업뎃후 채팅창 흰색이다 검정색으로 어떻게 바꾸냐? 눈이프단 말이야 ,3.0,0,2019-12-14
심플하지않다 너무 유료서비스가 많다 혜택이 기본적인것 밖에 없다 운영자 관리가 심하다,1.0,0,2019-12-24
아니 본인인증 다 해서 했다고뜨고 다음누르면 다시본인인증하래 본인읜증이 안됐다면서 쓰레기네,1.0,1,2019-6-14
대통령 복귀하는날인데 서버관리가 이따구냐?,1.0,0,2020-5-24
아니 계정을 만들고 로그인을 햇는데 안돼요 내가 비번을 까먹었는줄 알았는데 저장해보니까 그것도안돼 왜 안됌?,1.0,0,2019-1-1
네가 좋아하는 유튜브 크리에이터를 볼 수 있어서 좋아요,5.0,1,2018-9-22
앱 ui좀 바꿔라 10년전 디자인에 머물러잇노,1.0,0,2019-5-10
업데이트 적당히해라  하는건 좋은데 유저한테 업데이트 선택권을 주던가 강제로 업뎃이라니,1.0,1,2019-7-30
너무재미가있었고 마음에서 기억이가지않는 앱이였습니다.,5.0,0,2019-8-28
회원가입하는데 자꾸 본인확인 오류떠서 안한다,1.0,0,2019-1-13
진짜 어플 렉 나걸리고 방 들어가려면 한세월걸림 박대가리들이 만들엇나,1.0,0,2018-9-19
솔직히 옆집 트xx봐도 인원문제는 별로없다고 증명 됬는데 니들 중계방 만든이유 퀵뷰로 우리 이용자들 돈뽑는 호구로 보고있잖아 그리고 bj가 얻는 수입은 트위치는 20%미만이라더만 그냥 돈되는 사람이용하는거 맞잖아 이거는 비난이 아니라 팩트다 니네 돈되는애들만 베비 파비 주는거 누가몰라,1.0,3,2019-7-30
아프리카 TV는 다크모드(야간모드) 지원 계획없나요? 밤에 앱 들가면 눈 엄청 부신데요,3.0,0,2019-10-9
그슬 대회 열어주는 것만해도 갓어플이다,5.0,0,2019-12-13
회원가입 다 성공했는데 로그인이라고만 떠 있어요,1.0,0,2019-5-23
4:3비율 왜없앤거죠???이건뭐 점점 트위치따라하는것도아니고 다 비슷하게 만드네,1.0,2,2019-6-18
아 왜이렇게 팅김? 이상하네 전에는 안그러더니 엄청팅기네,1.0,0,2019-6-20
좋습니다 편리하고 깔끔한 어플인거같습니다,5.0,0,2019-7-27
채창 배경색 안바뀐다 업댓하더니 왜 이러냐 흰색이라 눈뽕 오진다 오류 안고치냐,1.0,0,2019-12-1
아니 회원가입눌렀는데 계속튕계지네요?!,1.0,0,2020-4-24
"무슨2틀에한번 업데야?시청자가지고갑질에장난질이너무심한거아니나?,",1.0,1,2018-11-28
업데이트하고 즐찾에방송하는거 뭐하는지보려면 나가야되네요,4.0,0,2019-6-20
버퍼링 더럽게 많이 걸린다 초고사양 핸드폰 쓰면뭐해 관리자들 똑바로 관리해라 쫌 개선할건하고 답없네진짜,1.0,0,2019-12-23
BJ관리 잘해라. 먼넘의 사건 사고가 끊이질 않냐.,1.0,0,2019-12-13
본인인증을 몇번이나해야돼 진짜로 이딴거 볼빠엔 트위치로 간다,1.0,0,2020-5-20
내가 보기싫은 방송은 리스트에서 안보게 할 수는 없나요?,3.0,0,2019-11-13
업그레이드가 안되서 앱지우고 다시 설치하려는데 다운로드가 안되요,1.0,0,2019-10-29
가입좀쉽게.. 어려워서보겟나.. 짜증남,1.0,0,2018-12-3
최고화질안돼서삭제했다깔려하니다운이안되네요,1.0,0,2019-4-21
업데이트 20메가라면서 왜 그 이상 잡아먹는지 이유좀,1.0,0,2019-4-9
제가좋아하는걸실시간으로볼수있어서좋아요 짱짱,5.0,2,2018-10-16
아프리카로 일본자본과 미국의 유튜브를 작살냅시다,5.0,0,2020-5-26
별풍에 눈멀어서 신고해도 관리를 안하는 기업!퉤!,1.0,0,2019-12-13
업뎃이후 티비인데 화면이 안나옴 이름값 못하네,1.0,0,2020-4-29
지인이BJ인데 속이면서 별풍 요도가 재밌습니다,5.0,0,2019-7-27
모바일 원본고화질하면 아예 화면이 재생안됌,1.0,0,2019-10-14
; 장난하냐 댓글만 보고 뭐 하라는 거냐,1.0,0,2020-5-1
기존 이메일을 적었는데 이메일 방식이 다르다고 하네요,1.0,0,2019-11-23
짜증나게 죽겠네 왜 이런게 튕기고 잘 안 들어가짐,1.0,0,2020-5-24
퀵뷰왜팜? 아니 무슨 미리보기하는데 무한로딩이죠?,1.0,0,2019-4-8
아니 채팅도 로그인 해야에요? 그럼 왜봄,3.0,0,2019-5-4
업뎃그만해요 왜 폰 용량딸려 남아있는데,1.0,0,2018-11-28
버퍼링 때문에 못보겠음 앱삭제 요별 1개도 아쉽당,1.0,0,2019-10-13
아니... 쫌 오류좀 고처라.. 못고칠거면 운영을 하지마라,1.0,0,2018-9-30
최악이다 . 수수료와 아이템 결제 그마이하면서 버퍼랑 운영 자기들맘대로 개판,1.0,4,2018-12-11
이 엡 진짜없어졋으면 좋겠어요 광고가무슨 15후 스킵이냐...,1.0,8,2018-9-24
오늘 업뎃 후에 아예 방송에 안들어가지는데??,1.0,1,2020-4-29
삭제했다 깔았다 한 20번은 한거같은데 시작이안되는데 개같네,1.0,0,2019-1-9
무한 다운로딩 되요.. 설치됐는데 또 설치하고,1.0,0,2019-5-22
유튜브 초딩군단 채팅보다 아프리카로 넘어오니 너무 편안합니다,5.0,0,2020-1-4
임다님방송보는데좋은화질이네요 감사합니닷,5.0,0,2020-5-22
어왜 안들어가지지? 다시 삭제하구 다운햇는데 안들어가지네요,1.0,1,2020-5-24
서버운영 개 잘한다 진짜 트위치나 볼련다 몇시간이 지났는데 아직도 이러냐,1.0,0,2019-1-9
버퍼링 때문에 볼수가없네요 S8 플러스사용중입니다,1.0,0,2019-10-1
철구왔다고 서버터지냐 관리안함? 보상해라,1.0,1,2020-5-24
근데 아이디 비밀번호 어캐 ..해요?.. 정하려는데 자꾸 안된다네요.. 아시는분 답글 부탁드려요,3.0,5,2018-10-1
아니 왜업데이트햇냐 채팅창 예전으루 바꿔라,1.0,2,2019-6-19
즐겨찾기한 bj들 방송 시작하면 알람 와야되는데 업데이트하고 알람 안오는데 어떻게 해야되나요 아프리카 삭제도 했다가 다시했는데도 안되고 문제 해결좀 해주세요 알람 안뜨니깐 답답합니다,1.0,0,2019-7-16
다시보기 더럽게 끓기다가 튕기네요 짜증나서 리뷰남기러옴 ,1.0,0,2019-9-10
업데이트 할때마다 다운중만뜨고 실행도안되는데 좋은평 드려야되나요?,2.0,0,2019-11-27
아니 무슨 댓글도 로그인 해야합니까? 저는 아프리카보다 로그인 안해도 채팅 칠수있는 트위치를 할겁니다 캌퉤,1.0,0,2020-4-23
지금 아프리카보려고하는데 아프리카서버 가터져가지고 진짜 너무짜증나거든요 왜이리 서버 터져서 서비스 이용 불편합니다 빠른조치 부탁드립니다,1.0,0,2019-1-9
아프리카tv 별볼것도 없고 스포츠도 스카이라이프tv중계가 더 낳다 아프리카tv에서 볼것도 없다는,2.0,1,2019-2-15
다시보기 왜 자꾸 팅기나여. 볼 수가 없네요 ,1.0,0,2019-9-4
여기 이제 망했어요 트위치가시면 더 좋고 편안한 방송 볼 수 있으니 트위치로가세요,1.0,0,2018-10-7
그냥 앱을쓰나 인터넷으로보나 모바일 개떡같이 버퍼링걸림 아프리카 모바일 개선 해야됨,1.0,1,2019-8-12
어제도업뎃했는데 왜 또 ...실행도 안되고,1.0,0,2018-11-27
꽉찬화면 업데이트 완전 좋아요! 굿굿!!!,5.0,0,2019-12-29
SW디코더 설정을해도 안되는데 어떻게해야되는지 알려주세요....,2.0,1,2019-1-4
집에서 와이파이로 아프리카방송 보는데 버퍼링 심하게 걸린다,2.0,74,2019-7-7
철구 왔다고 아프리카티비들어가지질을안아요 좀고쳐주세요,3.0,1,2020-5-25
업데이트 하고나서 채팅이 안적어져요 테클라스트T8,1.0,0,2019-6-19
저 근데 아읻 만들때 왜 다 사용이 불가하다고 뜬는지 의문이 생김니다. 답변좀 해주세요,3.0,1,2019-1-10
아니 로그인 이안돼면 뭐하자는거임? 나는아직 초등 4학년인데 새벽까지 계속회원가입하고 있음,1.0,1,2019-4-7
회원가입이 안된다구요 본인인증 했는데 자꾸 본인인증 단계 거치라고 하고 진짜,1.0,0,2019-7-24
vod 다시보기 너무너무너무너무너무너무너무너무 끊겨요 제발좀요,1.0,0,2019-9-24
업그레이드를 시키는거야 다운그레이드를 시키는거야,1.0,0,2019-12-23
쥐환이 덕분에 깝니다 우리 쥐환이 한테 고마워 하세요^^,3.0,0,2020-3-7
아니 업데이트는 왜이리자주하는겨  달라지는것도없는데  일똑바로해라,1.0,0,2018-12-3
업데이트를 왜캐 자주 하는거야!!!!!!!!???? 짱나네 진짜 부실해서 그런거야 뭐임?,2.0,0,2019-7-27
예회원가입하는데 자꾸 일본어 뜨길래 빡쳐서 삭제합니다,1.0,0,2019-9-10
별한개도 아깝다 스바럼들아 서버관리가치하네 서수기릿새끼들,1.0,0,2020-5-24
업뎃좀 작작해르.. 업뎃.안되고 보게해주던지,3.0,0,2019-1-31
좀 아닌듯요 너무 잘난맛에 사는거같네요,1.0,0,2019-12-24
저는 13살입니다 저는 아프리카TV를 시청하려고 다운받아서 로그인을 받으려니 14세 이하는 못한다고 했습니다 대표님이 보신다면 12세로 줄여주세요 그리고 부모님이 동의를 해야돼서 안되는 경우가있는데 그것도 사라지면 합니다 감사합니다,4.0,0,2020-3-15
버퍼링 조옺나 심하네 유튜브나 트위치는 안이러는데 ;;,1.0,1,2018-10-23
회원가입이 안되고 그리고 구글 아이디로 가입할수 있게좀 해주세요,5.0,0,2018-12-19
요즘 누가 아프리카보냐? 광고많고 버퍼많이걸리는 아프리카볼바엔 광고없고 버퍼없는 트위치보지 모두 트위치로 오세요,1.0,0,2019-12-1
최악이다 이번에 업데하면서 bj 공지 보기 졸라 까다롭게했네 예전처럼 즐찾에 공지 바로 보게 해라좀,1.0,0,2020-2-19
방송 알람 꺼놨는데 왜 자꾸 알람울리나요 짜증나네요,1.0,0,2018-10-5
항상 즐거운 멘트와 함께 유익하게 해 주셔서 감사함니다.,5.0,3,2019-2-11
제발 vod개선좀.. 쓸데없는기능 넣어서 무겁게만들지말아줘요,1.0,1,2019-9-6
별로에요 먼저 야한옷입고 성적으로 방송하는 여자BJ 없애지 않으면 발전이 없을듯...,1.0,0,2019-9-30
보고있는 중에 업뎃하라뜨네. 화면 강제종료행 ,1.0,0,2019-12-24
업데이트 스킵도 안되는데 설치 오래걸림,1.0,0,2020-2-29
와 철구오니까 서버 터지네 일 안하냐?,5.0,0,2020-5-24
좋으긴한데요. 제가 카카오 게정 을 자주 쓰는데 ..카카오계정도 부탁해요..,5.0,0,2019-1-22
S10e 사용자인데 전체화면시에 카메라쪽 잘려 나오는데 꽉 못채우나요?,4.0,0,2019-7-27
꾸준한 업뎃 감사합니다. 개선되는게 눈에 보여요,5.0,0,2019-11-29
망치부인님 방송 잘 듣고 있어요 아프리카팀 모두들 수고가 많으세요 힘내시구 복받으세요,5.0,0,2019-6-3
업데이트를 이따구로할거면 왜함? 다시보기VOD는 자꾸 팅기고,1.0,1,2019-9-2
"업데이트 안됨, 그래서 재설치하려고 삭제했는데 설치안됨 기종 s10 5g",3.0,0,2020-2-29
진짜 쓰기 싫었던 앱인데 학원선생님이 이앱으로 강의 한다셔서 다운했는데 역시 기대를 저버리지않고 회원가입 모두맞게 쓰고 인증다하니깐 처음부터다시하래서 비밀번호를 잘못입력햇나 싶어서 다시하고 이짓을 5번하다가 화나서 그냥로그인 안하고하렵니다 너무 쓰레기 방송질이 안좋아서 꺼려했던 것도 있는데 그냥 이앱자체가 쓰레기엿네요,1.0,0,2020-3-5
대통령 복귀하시는데 뭐함?? 일좀하자 하...,1.0,5,2020-5-24
업뎃 하고 버퍼 오지네 업뎃 전엔 버퍼 없었는데,1.0,0,2019-5-22
사설토토 그 다시보기에 광고하던데 다찍어서 신고 할까,5.0,0,2019-3-23
광고 개싫음 광고넣어서 얼마나 득보겠다고,1.0,0,2019-1-31
아씾업데이를 발로 햇나 챗을 칠수가 없어 갤w인데 원래버전이 편해,1.0,0,2019-6-21
다운로드가 안됌 나만그런가 업뎃 하라고 해놓고선 설치안됌,1.0,1,2019-10-24
화질좋음 버퍼심함. 밧데리 금방0프로됨,3.0,0,2019-10-23
와  개좋다 컴에 깔기귀찮았는데 감사해유,5.0,0,2020-4-28
업데이트하면 왤케 버퍼링이 걸리나요? 업데이트 하기가 불편하네요.,1.0,2,2019-4-27
로그인하라고해서로그인하는데뭐같이로그인하게되네?,2.0,0,2018-10-28
이거 회원가입을 하면 계속 가입을 반복이 됨니다.,1.0,0,2019-6-13
너무 좋아요>< 그리고 사람들 질문에도 친절하게 답해주시는게 보기좋구요!!,5.0,0,2019-7-26
업뎃좀 그만해라 솔직히 뭐가나아지는지 모르겠고 솔직히 옛날버전이나 지금이나 외적으로만 바꼈지 나아진게없다 차라리 업뎃이라도 그만해라 정내미 떨어지니까,1.0,1,2019-11-12
아프리카 티비 접속이안돼요 삭제하고깔아도 안들어가지네요,1.0,1,2019-1-9
아니 버퍼링왤케심하냐 뚝뚝 끊기고 서버관리좀해라,1.0,5,2018-9-14
스레기앱 어쩔수없이 쓰지만.안쓰는게 좋다,1.0,0,2018-11-28
저 만 14세 미만 아닌데 왜 로그인할때 법정 대리인 동의를 받으라하죠 ? ............,1.0,0,2020-1-19
쓰레기들 관리는 좀 하시죠 .. 서수길님,1.0,1,2020-2-28
서버 겁나 터진다 철구 복귀땜에 일해라 서수길,1.0,3,2020-5-24
흠 갠찬은거 같음  살짝아쉬운부분은 있지만 ,4.0,1,2018-11-29
업데이트 도대체 왜 하는 줄 모르겠네 진짜 어플이 더 퇴화되는 꼴인데,1.0,0,2019-6-24
휴대폰인증끼지 다 했는데 왜Y 도대체 안되는데 어,1.0,0,2019-5-10
진짜 어이없게 강퇴하네 욕한것도 아니고 상대를 바난한것도 아닌데 롤챔스 티비에서 강퇴당했음,1.0,5,2018-9-26
양팡을 실시간으로 볼 수 있어 영광임다..,5.0,1,2019-1-31
다 좋은데 별풍선 살 때 미성년자는 보호자 동의 어떻게 받아요?,3.0,0,2019-1-20
그냥 앱 최악. 별 한개도 아까운수준.,1.0,0,2019-7-4
이거 만14세 미만은 못사용하나요? 유튜브보니까 전에는 만14세 그런거있든데 왜 이젠 없죠?,5.0,0,2019-7-5
이앱은 항상 업데이트해야되내.. 개발자수준..,1.0,0,2019-12-15
왜 단순 업데이트하는데 1000%까지 올라감?,5.0,0,2018-11-28
혹시 넥서스 2세대 사용중인데 최고화질 지원좀 부탁드려요,2.0,0,2018-10-8
아니  진짜 궁금한 게 있는데 3세 이상이라면서  14미만 로그인 어쩌고 저쩌고 ,1.0,3,2019-2-24
국내 최고의 스트리밍서비스에 걸맞지않는 최악의앱,1.0,1,2018-11-27
회원가입 본인인증 다끝냈는데 계속 다시하라네,1.0,0,2019-2-16
정말 좋아요 !! 아프리카 티비 화이팅!!!!,1.0,1,2019-5-19
카테고리 분류가 더 세분화 되면 좋겠어요,5.0,1,2018-12-9
저기요 이거 구글계정으로는 로그인이 불가능하나요?,1.0,1,2019-3-16
버퍼가 갑자기 너무심해졌어요 오마이갓!,1.0,0,2019-12-6
허구한날 업데이트만하네 바뀌는것도 없는데... 직원들 필수 업무 중 하난가?,1.0,0,2019-12-23
초딩들 지들 똥폰이라고 뭐해달라 뭐해달라 이러고있네그냥 컴퓨터로 쳐보던가 폰을바꿔 ,4.0,0,2020-3-30
회원가입을 하려고 하는데 중국어가 계속 나온다,4.0,0,2019-6-22
무료로 많은 콘첸츠를 즐길 수 있어요.,5.0,2,2019-4-8
모바일 아프리카 접속오류 입니다 접속이 안되네요,1.0,0,2019-1-9
채팅창 어두운거 안됌? 눈뽕 잔상 남기내,1.0,0,2019-12-9
양팡언니를 실시간으로 볼수있어서 넘 좋아요!,5.0,0,2020-2-6
미친듯한 버퍼링  버퍼걸린다고 뭐라하니 바로 운영자 강퇴수준 여실히 드러나죠?,1.0,5,2018-10-15
알림오류 어젯밤에 처음 확인했는데 바로 수정.. 갓프리카,5.0,0,2019-12-13
난 덕자언니랑 양팡언니 보려고 깔았음! 하텅...펀치,4.0,0,2020-5-3
안그래도 폰은 챗창 작은데... 아주 난리를 하세요..,1.0,0,2019-12-23
"추천누르면 낮은확률로 퀵뷰선물기능있으면 좋겠어요 물론 bj가 선택할수있고 부담은 bj, 어때요?",5.0,0,2019-12-27
라됴모드 베터리도 얼마 소진 안되고 좋네요,5.0,2,2019-1-31
팝업알림이 안뜨네요 알림이 팝업으로뜨면 좋겠습니다,4.0,0,2019-7-28
VOD안봐지는데 빨랑 수정 해줘요 이거 불편함,1.0,0,2019-12-17
업데이트하고나서 포인트랑 쪽지함 아애안뜨는데요,1.0,0,2020-1-8
아프리카 알림이 안옵니다 설정 다해도 안옴,1.0,0,2020-3-19
아니 미친 버퍼링 안고치냐 이따위로 장시하냐 운영진들아,1.0,22,2019-2-24
와이파이로는 보지 말라고 업데이트 한건가? 차라리 전버전으로 롤백 시키는게 욕 안먹고 좋을듯,1.0,1,2019-6-20
킴성태 볼려고 깔았어요 버퍼링 말곤 좋네용,4.0,0,2019-2-26
들어가면 전체화면 으로 설정 되있게 만들어줘요,1.0,0,2019-3-7
근데 구글 로그인 좀 만들어 주세요 구글 로그인 그게 어럽나요?,4.0,1,2019-5-18
