내용,평점,공감수,작성일
뽑기 강화 확률 너무너무 낮은거 같아요... 퀘스트 깨가면서 키우는데 나중에 막히게 되니깐 어떻게 해야 할지 감이 안잡혀요 그럼 이만요,3.0,0,2019-11-14
"다른 게임들은 이동 중에 폰으로 자사하는거 보고만 잇는게 너무 지루했는데, 이건 보는 맛이 있어서 좋음 카메라시점 액션으로 해두고 진행하세요",5.0,1,2019-11-14
무과금인데... 재밋게 잘 즐기고 있습니다  이런 게임 처음인데  그래픽과 배경음악들이 너무 좋아요  ^^ 즐게임들 하십시오  추천드립니다.,5.0,0,2019-11-13
퀘스트하다 죽으면 5시간 이상 게임접어야해요 데스 페널티가 너무 심해요30분에서 1시간 정도면 모를까 5시간이면  겜 하지마란소리 밖에,1.0,0,2019-11-13
이렇게 완성도가 높은 모바일 게임은 처음입니다. 적당히 과금도 해가며 잘 즐기고 있습니다. 앞으로 변치말고 운영 잘 부탁해요.,5.0,0,2019-11-15
게임 정말 재밌게 잘하고있습니다. 단지 쫌 아쉬운건 채팅이 작아서 눈에 잘안들어옵니다 무튼 재밌게 잘즐기겠습니다,4.0,1,2019-11-14
"게임 완성도는 높으나 강화시스템이 좀 아쉽습니다 확률 올려주거나 보호권 같은게 있으면 좋겠습니다 동료 채집 ,재료수집은 완료 될시 창고로 바로 저장할수있게해주세요",5.0,0,2019-11-16
몰입도가 적네요 티비광고때 그래픽도 아니고.. 식상합니다. 일딴 과금도했고 좀더 해보고 재미를 찾아보겠습니다,3.0,0,2019-11-16
추가업데이트를 도대체 일주일에 몇번씩 하는겁니까. 일주일에 한번 30메가 추가되는것도 아니고 3번중에 한번은 300메가정도가 추가되는데 용량이 너무 큽니다,1.0,0,2019-12-7
노트4 사용자입니다 지금까지 잘되다가 12일 패치 이후 그래픽이 깨져서 삭제 후 새로 깔았는데 접속이 안되네요 어떻게 해야하나요,5.0,0,2019-12-12
아직도 잘은 모르지만 재미있어요.. 가끔 고비도 있어요. 그땐 레벨도 올리고 무기도 강화 해서 하다보면 좀 더 재미있게 할수있어요.,4.0,2,2019-12-12
잼있게하고있는데 업데이트 이후에 루나트라 접속에 깨짐현상 매번 캐릭찾기로 접속해야하는현상이 있습니다 . 게임화면에서 null 과 ?????? 이런 문자를 보니 적지않게 당황스럽군요,2.0,18,2019-12-20
계정 케릭 다사라짐 계정 케릭다어디간거임 무슨경우지 나원참,1.0,0,2020-2-6
서버 증설이나 해라 오픈한지 언젠데 과금 홍보만 엄청하고 관리는 개판이네,1.0,0,2020-3-19
업데이트 하고나서 접속하니 정의되지 않은 오류라고 떠서 접속되지 않아요,2.0,0,2020-3-24
내폰이 s8인데 폰 문제는 아닐테고...왜 자꾸 다운로드중에 게임이 꺼지는거지,1.0,0,2020-4-24
실행 5분만에 바로 삭제 기대이하 캐릭타 만들때민 그래픽을 투자를 하셨나봄 눈이 아플정도 뿌옇게 보임 게임하는 분들 다수 니야기나오고 타격감 제로 대가리만 둥둥 떠다니는 케릭 같이 보임,1.0,3,2019-11-7
물약이나 아이템 변경할때마다 멈추는데 대체 게임 관리 어떻게 하는거임. 현질유도는 딱히 상관없음. 내가 안지르면 되니까 지를 가치도없고.,1.0,0,2019-11-10
솔직히 노잼..왜하고있는지 모르겠음 1번 20이라 그런가 타격감 없음 2번 반 자동 퀘스트... 3번 가방눌르고 각인눌르고 여러게 많이 눌르고 나가기할때 계속 나가기 눌러야함 은근 귀찮음,1.0,0,2019-11-9
단점만 말함 1.여섯개의 직업 중 남캐는 단2개다. 2.전투 시 화면 흔들림이 너무 심하다. 3.그냥 타 양산형mmorpg랑 똑같다.,3.0,3,2019-11-7
이렇게 준비도 없이 오픈 광고는 왜해요? 공지도 없고... 여러모로 실망입니다. 준비가 전혀안된 서버운영에 다시한번 믿고 거름니다.,1.0,7,2019-11-7
그래픽도좋고 게임도 좋고 다좋은데..엄청좋은데 스킬을쓸때 여러마리의 몬스터를 잡을수있더록 개선되었으면 좋겠네요다른건 엄청 좋습니다! 꼭 업데이트 되었으면 좋겠어요!,4.0,0,2019-11-10
해외에서 접속은 안되는건가요? 하루종일 여정 준비만하고 Vpn 연결 했더니 시작 계정선택하면 하루 종일 서버 점검중이라고 나오고 배경화면만 하루종일 보고 있네요,1.0,0,2019-11-7
괜찮음. 그래픽 낫 배드. 과금이 아예 없으면 힘들긴 함. 그러나 핵과금할 필요도 없음. 적당하다 생각됨. 이 정도로 별점이 낮을 이유가 없다 보여서 5별줌,5.0,0,2019-11-9
케릭터만 잘뽑혔어요 그래서 2점 나머지는 어디서나 볼법한 현질뽑기겜 이게임 만있는 장점 있기는한지 의문 렉은없던데 그냥 그래요 다른겜에도 다있는 흔한 스토리 게임성 막오픈한 것만이 유일한장점,2.0,0,2019-11-9
현존하는 모바일 게임중 최고의 안정성을 나타 냅니다. 그리고 스케일이 어마어마 합니다. 즐길 준비 돼셨스면 ...자! 지금 출발 하시죠!,5.0,0,2019-11-9
멋은 있는데 중국산 오토겜이랑 차이를 못느끼겠고 스킬이나 일반 모션이나 답답한건 같음. 몬스터는 쓸데없이 튼튼해서 지루함.,2.0,0,2019-11-7
흔하디흔한 양산형게임 겜사랑 흡사. 넥슨이 넥슨했을뿐 다만 발열이없고 오픈시간이 늦어졌을뿐 그뒤로 임시정검 한번안했을 정도의 장점,1.0,0,2019-11-10
토벌온라인 통제게임!!! 상위권유저한테 몬스터 잡다가 죽고싶나요? 리지니했던 인간이 많이하는 게임이라 현질안하고 뒤쳐지면 개돼지취급받는 게임,1.0,1,2019-12-10
나름 괜찮아요 무과금이라도 즐기기만 하면 충분히 즐겨요 현질을 이길순 없지만 투력을 못올릴 정도는 아니지만 좀 더 혜택이 있다면 좋겠고 강화는 너무 헬입니다 장신구는 2강후 실패거나 부서질수도 있어요..,4.0,0,2019-11-13
3D 안되는게 아쉽습니다.. 전체적으로 잘 만든겜이라 생각됩니다.. 강화시 확률은 좀 잘못된듯 합니다..,4.0,0,2019-11-13
"컨텐츠 여러가지로 뭐 엄청 많고, 그래픽은 말할 것도 없고. 다른 직업은 안해봤는데 매지션 사냥도 재밌구  할만해요",5.0,0,2019-11-13
게임은 재밌는데 보스잡는기능 편의성이 떨어지는게 아쉬움 그리고 무과금은 힘든요소가 있는듯합니다 그래도 운영은 괜찮게 하는거 같아요,3.0,0,2019-11-13
"소통도 활발하고 재밌습니다... 지금처럼 유저와 소통하면서 오랫동안 즐겜 했으면 좋겠습니다, 오랜만에 즐겁게 빠져서 겜하고 있습니다. V4화이팅욤",5.0,1,2019-11-13
게임에 방향성은 괜찬은편이고 취지또한 검은사막 이랑비슷 하군요 지도상 몬스터도감 구할때 바로갈수업는 불편함 이있고 터지는 거진 수동버전입니다 그래픽수준은좋네요,3.0,0,2019-11-13
시스템및 이벤트 등등 마음에 들어요 pvp시스템좀 바꾸면 좋겠어요. 사냥하다가 선빵맞으면 대응할시간도 없이 죽으니간 답답하네요,5.0,0,2019-11-13
3040대가흥미를 느낄만한 게임임에는 틀림없는듯 합니다.여러모로 옛날 향수가 나는겜시스템이네요. 재미있게 즐기고 있습니다.,4.0,0,2019-11-13
팅기는 것 때문에 문의 하려고 하니 고객센터 화면이 까매.. 진짜 50까지 올리는것도 힘들었는데 이젠 3분마다 팅김 게임을 하라는건지 말라는건지,1.0,1,2019-11-19
울섭사람들 이상해서접었어영 네임드보스들 잡지말래영 잡음 죽인다나?  운영자님들인줄....운영자님도 안그럼  걍 불만이면 돈써서 더강해져라인듯  싫어 겜은 널렸는데 걍접고말지 지인도뭐도 없는 현질하는사람들의 독식게임,2.0,0,2019-12-10
역시 지는 별...넥슨의 영광은 결국 과거에서 벗어나지 못했고 꼰대중심의 체재유지는 신입들의 창의성을 좀 먹고 자신들의 불안함을 채우기에 급급해 그래픽만 화려한 쓰레기를 만들기에 이르렀다.,1.0,0,2019-12-12
그래픽도 괸잖은거 같고 다른 게임보다는 낳은거 같다는 개인 생각과 친구들이나 동료들과 선물 주고 받기 기능이 있으면 좋을거 같다는 개인 생각,4.0,0,2019-12-12
어플 들어갈때마다 왜 로그인을 계속해야하나요? 자동로그인 선택해도 똑 같은 현상이라.. 너무 번거로워요..,1.0,0,2019-12-12
게임을 실행하는데 데이터를 다운하는도중 '정의되지않은 오류'라는 창이뜨고 확인밖에 되지않으며 확인버튼을 누르면 홈화면으로가집니다 빠른처리부탁드립니다.,1.0,33,2019-12-12
"리뷰 보니 악의적인 리뷰들이 많은듯... 최적화 괜찮게 되어있고 그래픽도 준수함. 그래픽, 최적화 안좋다는 사람들은 최근 출시된 화제의 게임을 깔아서 플레이해보면 느끼는 점이 많을것임...",5.0,1,2019-12-12
게임 너무 잘하고 있습니다! 근데 이번 업데이트 이후로 그래픽이 깨져 게임 접속조차 못하고있네요 기종은 갤럭시노트 5 입니다.,5.0,2,2019-12-26
왜 이렇게 팅기나요? 접속하면 바로 팅기고 계속 반복이네요 지우고 다시 깔아도 그렇고 원활한 섭 변경해서 들어가도 그렇고 게임을 하라는건지 말라는건지... 지원이 안되는 기종이 있나요?,1.0,2,2019-12-26
그냥... 재미가 없음 처다보는것도 지겨워서 화려하긴한데..,2.0,0,2020-4-12
아니..하...몇번을지웠다깔아도 왜 접속이안되요? 이정도면 기만아닌가? 누구는되고 누구는튕기고 안되고...장난하나... 왠만하면 리뷰안쓰는데..빡쳐서 리뷰쓰게만드네....,1.0,0,2019-11-8
"진입장벽이 있어 그렇지, 하다보니 그렇게 만든 이유가 있구나 하고 이해하게됨. 검사와 같은 방치형하고는 달라서 초반에 삽질함.",5.0,2,2019-11-11
생각보다 타격감이 부족한거같은데 재미있어요. 퀘스트의 자동진행이 챕터가 끊기는건 불편하네요..,3.0,0,2019-11-8
"게임 그래픽이 밝기만하고 정리가안된느낌이네요. 게임 사운드 찢어짐,인게임 컨텐츠 부족",5.0,0,2019-11-11
다좋은데 아이패드로 게임하면 뭐 상점을 들어가든 가방을 열든 지도를 보든 자꾸 팅겨요  빨리 해결좀 해주세요 게임을 할수가 없네,4.0,1,2019-11-8
게임 강화시스템 변경해주세요 이벤트 반지를 강화를 하는데 3강가는데 왜 파괴가 되는지?? 정작 당신들 게임중 메이플은 17강 가면 파괴가 되는데 왜 이게임은 3강가는데 파괴시키는건지 알 수가없네요 다른게임들은 이렇게 강화안시킵니다 개선좀 해주세요 이런 부분만 개선좀 해주시면 그 나마 리니지 나오기 전까지는 괜찮을것 같네요,2.0,1,2019-11-9
기대한 내가 등신이지.... 이런 대기업에서 인원 몰릴걸 생각 못하나... 어차피 개발사야 히트 말고 뭐가 있었냐.... 넥슨아 이런건 니들이 쫘서 준비시켰어야지 괜히 기다렸자나 잠이나 잘껄. 시간만 날렷네 아 개졸려 일단 평점 1점부터 시작함. 봐서 하나씩 올려드림 복붙 답변 더 싫다.... 달지말지....,1.0,23,2019-11-7
"그냥... 노잼 그 자체...현질유도 하는거 너무 티나고, 그래픽 자체가 너무 흐릿하고... 이펙트효과도 많이 부족한게 느껴짐..",1.0,1,2019-11-9
기대하고 했는데 역시 넥슨감성냄새가 나네요 재미있을것 같으면서도 재미가 없어요 좀있으면 2020년입니다... 아직도 이런게임이 나온다는게 신기하네요,1.0,0,2019-11-7
"접속왜안돼는데 12시에 오픈이면 해야지 자꾸 서버접속이 안됀다고 뜨고 유저들가지고 장난치나...넥슨 예전이나 지금이나 어쩜그리 변한게없을까,..",1.0,4,2019-11-7
다들 별점테러하네 여태 나온 게임들 중에서 그래픽제일 괜찮게느껴지고 타격감도좋네요 앞으로 꾸준히 좋은운영 부탁드립니다.,5.0,1,2019-11-8
그냥 시작하자마자 좀 움직였는데 마을 지형에 끼더니  아무리 움직여도 나가지질 않아서 캐릭만들자마자 하지도 못하고 바로 접었습니다.,1.0,0,2019-11-8
듀랑고 그래픽에 다른 게임 다 합쳐논 것 같습니다. 10분 정도 버튼 터치만 하다가 손절합니다. 과금 유도도 적당히,1.0,0,2019-11-7
빠른 피드백 점검. 게임 그래픽은 개인 성향에따라 다르기에... 빠른 피드백을 언제까지 할지.....,5.0,0,2019-11-14
다른나라에서는 접속이 안되는듯 합니다만. 구글 계정만으로는 안되는건가요? 게임을 해보고싶어도 할수가 없으니 ...,1.0,0,2019-11-12
재미있어요.저는 게임 켜놓고 딴짓 많이 해서 자동사냥 게임을 해왔는데 이게임이 그동안 해온 자동사냥 게임중 가장 할만해요,5.0,0,2019-11-13
소과금유저입니다 플레이한지7일정도되었는데 스토리만 좀 더 탄탄했으면 좋지않았을까 합니다 보스나 캐릭터들 재미도없공 플레이방식은 과금유도 심하지않고 좋아요!,5.0,1,2019-11-13
친구들과 하루하루 투력올라가는 모습보면서 나름재밌게하고있는데 필드보스.이동.퀘스트 자동진행 이3가지가 좀미흡하네요,2.0,0,2019-11-14
솔직히 고 과금요소 많고 소과금 필요없음 과금 왜했나싶음. 확률이 진짜 극똥이라 그리고 컨텐츠 부실이 좀 많음 파티던전이나 여러 컨텐츠 부족한 부분 보임 기대보다는 실망스러움,1.0,0,2019-11-13
리니지M레볼하고 똑같네옄재밌는데 과금하는분들이 너무쉽게 맵을장악하고 독점하며 템독식에 거래소까지 움직이니 좀 아쉬워보입니다.,5.0,1,2019-11-13
일단 다른 게임보다는 화려하고 전투 사냥이 잼나요. 보스몹 출몰 지역이 찾기가 쉽지가 않아요. 그것만 빼면 좋아요.,4.0,1,2019-11-13
인터페이스가 이렇게 만들어 놓은 건 게임을 안해본 사람이 만들었다고 보여진다. 다른 게임 벤치마킹이라도 했으면 이렇게 불편하게 만들지도 않았을 거다.,3.0,0,2019-11-13
저기 개발자님 캐릭터에 구르기나 대쉬 같은 회피기능도 있으면 좋겠어요. 겜 자체는 키우는 맛이 있어서 재밌는데 회피기능이 있으면 플레이하는데 더욱 재밌을 거 같네요,4.0,1,2019-11-14
솔직히 많이는못하지만 그래도 나름 다른 것보드는 하기편한게임 같아요 하지만 이것도 과금을해야지 키우기편함게임같네요 그래도 전 과금을안해보고키워보려고합니다 이런게임러한테 해택을주세요,4.0,0,2019-11-13
모바일게임 신작이 나올때마다 이틀정도면 질려서 그만 뒀는데 이게임은 다르네요 무엇보다 비교불가능한 그래픽수준 현질없이도 그리 어렵지않게 플레이가 가능합니다,5.0,1,2019-11-13
"소소하게 일할때 잘때 틀어놓으며, 재밌게 하고 있습니다. 다만 V4만의 특징이 없는거 같아 아쉽네요.",3.0,0,2019-11-13
레벨 40부터 참재미를 느낄 수 있을 것 같음. 확실히 템빨로 승부보는 게임이라 오히려 매력적임.,4.0,0,2019-11-13
PC로 V4를 다운하려니 거주국가에서는 사용 할 수 없다는디 이거 왜그러죠 전 한국인데 힝 PC라서 그런건가요 누가좀 가르쳐주세요!!!,3.0,0,2019-11-14
그냥 양산형 게임의 정석을 보여주는 게임인듯 딱히 재미있을만한 요소도 없고 어느게임이나 있는거 가져와서 이쁜 그래픽위에 그냥 올려놓은 느낌,3.0,1,2019-11-16
글을 꼼꼼하게 읽는사람이 있을줄은 몰랐는지 구글번역기마냥 대충인곳이보이네요 에코 서브 퀘스트중 라일이라는 친구 끝나지않는 방황편 이에요 .. 솔직히 소설같아서 나름 재밌거든요 수정좀 부탁드려요,5.0,0,2019-11-21
솔직히 이것때문에 듀랑고포기했나..실망이 좀 크네요. 베타만큼만 갔어도 듀랑고가 훨씬 성공적인데.. 그래도 0점주려했던 별점이 2점인건... 리지2보다 할만해서....대부분 듀랑고유져 검사 넘어갔다는데...저도 넘어가든 해야겠네요 v4도 기대했는데 의외로 스토리형이라 같이 할만한게 별로없네요,2.0,0,2019-12-7
난해한 장비 업그레이드.기존 장비를 케릭과 함께 업그레이드 하는 것이 좋다 생각하는데 케릭이 올라갈때마다 현질 유도 하듯 풀체인지 해야 하는게 노림수 같은 느낌이 들어요,5.0,3,2019-12-17
갑자기 팅기고 다시 깔아도 팅기네여 갤럭시 6 엣지 인데 왜그러져 이젠 더 하고 싶어도 접속이 안되니 .,5.0,14,2020-1-6
노트엣지 사용자인데 게임 재설치 후 최적화 다음 여정준비중 화면에서 게임이 종료되는데 어찌해야 하는거지요?,1.0,0,2020-1-5
이러다 유저들 다 떠납니다 pvp? 작업장 만들어 놓고 유저들 못들어 오게 막는 것도 모자라 사냥이랑 퀘스트 자체를 못하게 막피하는데 누가 게임을 계속하겠습니까?,1.0,5,2020-1-5
18세 어쩌구하는부분부터 계속 튕기는데 어떻게 된건지 처음깔고 패치다받고 했는데 해보지도 못하고 아예 튕기네요,1.0,0,2020-2-9
서버정검을왜 하루에두번이나하는지모르겠네 짜증나서못해먹겠다,1.0,0,2020-3-24
완전이과금게임이네요..무기.장비에 비해서..너무낮고..무기나..장비..보호.주뭄서도없고...현질하니면..답이없네요...,2.0,1,2019-11-9
"과금(현질)을 안해도 재미있지만, 과금(현질)을 할 수록 레드잼이 수급되기 때문에 더 재미있어 지네요 ",5.0,0,2019-11-13
접속도 안되 겜 운영 개판으로 하시네요? 공카에서 사람들 난리난거 보이시죠? 이럴거면 홍보는 왜 했어 하.. 넥슨이란 대기업이 이런것도 하나 대비 못하나? 정말 실망스럽습니다,1.0,1,2019-11-7
스토리도 재미없고 그래픽 타격감 전부 옛날 수준.. 발열 적다는거 하나만 만족.. 도대체 이런걸 왜 기대작이라고 내놓는지.. 수고하세요,1.0,1,2019-11-8
현질 게임. 공개전에 과금요소 공개안한 이유가있었네. 일일한도 구매상품은 왜그렇게 많은지.,1.0,0,2019-11-7
"아니 서버이름 같으면 1,2,3,4,5나눠지면 분활되서 들어갈수 있게 해줘야지 무슨1에 케릭 만들면 딴데 가려면 새로만들어야되고 혼잡인데 50명대기인데 5번까지왔다 리셋 다시50번대기 안하고만다 그리고 게임을 자동으로만 만들꺼면 자동게임 만드세요",1.0,0,2019-11-10
진짜 개기 오픈 하자마자 대기열 안줄어드는거보고 깜짝놀람 21분동안 대기열 관리.안.하.죠? 그리고 그래픽은 이따위고 참나 겜을 하라는지 말라는지 ,1.0,9,2019-11-7
55000원짜리 사면 뭐하나.... 모조리 일반만 나오는걸....일반영웅 중에 주는건데 현질해도 일반만 나오는건 너무한거 아닙니까?? 이게임 시작하실려는 분들 하지마세요 후회 합니다,1.0,1,2019-11-9
오랜만에 오래할 만한 모바일게임 (아이패드 및 겔노트로 겜하는중^^)화질은 아이패드로 하는게 나은듯 레벨30만들어야 진짜 재미를 느낄수 있음,5.0,1,2019-11-8
"형님덜 서버가 안들어가져요 예상은 했지만 과금유도 , 안지르면 개힘듬 성장차이가 확보임 나 5대때려야 까지는 피를 1대 때리고 나랑 같음...",1.0,0,2019-11-7
와 진짜 5분해보고 껏습니다 그냥 색다를거없는 흑우게임 퀘스트 누르면 따라가고 자동사냥 스킵스킵 뭐뭐 잡아오라 찾아오라 아직 한국은 핸폰게임으로 중국산 양산형게임을 벗어날수가 없다,1.0,0,2019-11-9
충분히 할수있는게임/ 시간투자한다면 충분히 키울수있음/ 잡몹노가다로 종족별추가데미지와 추가방어력.몬스터 도감 보시면 됩니다.,5.0,0,2019-11-8
넥슨이라 평점 까이는게 너무 많음. 양산이긴한데 지금 순위권에있는 양산보다는 훨 낫다. 2점대 평점은 아닌듯. 하나 아쉬운건 과금효율이 너무 안나옴,5.0,1,2019-11-10
지금 대기순번때문에 기다렷다가 팅겻다가 멈췃다가 게임을 하라는건지 말라는건지 아놔 어제도 이래서 그냥잣는데 오늘도 이러네 서버증축을 해주시던지요 대기열로 기다리다가 다운먹고 이게뭡니까 진짜,2.0,0,2019-11-9
장난하나 무과금은 게임하지말라는거임?? 메인퀘도 못깨는게 게임인가요?? 무과금? 무과금 이라는 말 뭔지모름??? 무과금도 할만한게임이 아니라 무과금은 하지말라는거지 어이가없네 리니지 돈버는거보고 눈돌았음??? 사람들이 돈으로 보이나 이딴식이면 기존에 운영하는 게임이나 잘관리하소 이딴 게임만들생각 하지말고 ,1.0,0,2019-11-7
이걸 현세대 모바일 RPG 게임이라고 만든건가 몇년전이나 최근에 나오는 RPG에 비하면 그래픽 타격감 유연성 스토리 모든게 너무나도 부족하다 기대했지만 너무나도 기대이하다,1.0,0,2019-11-9
하...기대하고 시작했는데 처음부터 오토라니  현타오네요 물론 제가 오토를 좋아하지 않는유저라서 개인취향에 안맞는거라고 생각은 합니다만 한국 대기업에서 나오는게임이라곤 전부 틀에박히고 리소스만 바꿔놓은게임같네요. 빠른손절합니다. 실망이 커요 넥슨,1.0,3,2019-11-7
그냥 양산형 게임 같다. 그래픽도 좋다고 광고한거 치곤 흔한 수준인듯... 전쟁은 아직 안해봄.,3.0,1,2019-11-8
오픈후 꾸준히 즐길수 있는 게임이라서 좋네요 피드백도 좋고 나머지는 조금씩 개선할수있을것같아요 모처럼 즐겁게 놀고있어요,3.0,0,2019-11-14
"진짜 괜찮은 게임인듯 한데, 자사 구간을 좀 완화해줬으면 좋겠어요 그래도 뭐 그때 도감작해서 괜찮기도 하고..",5.0,1,2019-11-14
시작전에 팅?? 다운받고 압축풀고 여정 준비중에 바탕화면.. 나만그럴수있다 로도 생각할수있지만 제거후 다시 받음.. 안됨; 안해;;,1.0,0,2019-11-17
갤럭시s7 게임하다가 오늘업데이트 하고난뒤로 계속튕기네요... 3번을지웠다 깔아도 계속 튕기네요.... 왜그러죠???,3.0,1,2019-12-31
할게 많은 게임이라 저한테는 재밌는 게임이네요단지 무과금이라 현타를 많이 먹어서......그래도 극복하고 계속 하고 있어요!!!!,5.0,0,2019-11-28
강화 성공률이 너무 작은거 아닙니까?100번 강화 100번실패이게 말이되나요? 사기도박 게임도아니고 넥슨게임은 다시는 안합니다,1.0,0,2019-11-25
pc버전으로 게임을 할려고 하는데 다운로드 끝나고 계정을 찾을려고 하는데 구글 로그인을 할 수 가 없네요. 제가 뭘 잘못하는건지좀 가르쳐주세요.......,4.0,0,2019-12-12
아니 게임 한창할려고 버프물약 다빨고 사냥하고 있으니깐 뜬금없이 점검이라고 튕궈버리네요  보통 다른게임들은 곧 점검이라고 위에 문구가 뜨는데 이건 뭔 상황인지...하...,1.0,1,2019-12-13
잘안되요 게임을 이모부가한다고해서 같이 할여고하는데잘안되네요 그리픽도 나쁘구요 이런것들 좀 고쳐주세요 넨센이 좋은 줄만 알았는데 꼭 그리픽좀 고쳐주세요,1.0,1,2020-1-19
사전등록안해서 쿠폰도없고 찾아도 안뜨고 어차피 핵노가다일것같은데..하루 실컷해보고 접으련다.. 어차피 몇달지나믄 장비뿌리겠지...,2.0,0,2019-11-10
스토리가 재밌네요 아직 초반부이지만 그림체 디자인 등등 내부사항도 괜찮아서 게임하기가 수월하네요 단지 아쉬운건 레벨이 빨리 안올라가네요,5.0,0,2019-11-9
기본 나와 있던 게임들이랑 크게 차이도 모르겠고 컴퓨터에 앱을 깔아서하는데 그래픽 흐릿하게 표현되며 기존 있는 게임들이랑 별 차이를 못느낌,1.0,0,2019-11-9
그래픽 타격감 점검 등등 할 말이 많지만 그 중에서 가장 중요한 건 그냥 재미가 없음 유저를 1도 고려허지 않고 개발자 망상에 휘둘려 만든겜,1.0,0,2019-11-7
겨우 이딴거 만드려고 오버히트 그모양 되고 히트는 접었나? 차라리 트라하가 운영과 노가다적인 시스템 좀만 개선 했으면 트라하가 백만배 낫겠다. 물론 다른 mmo들이 트라하보다 몇만배는 나을테고,1.0,184,2019-11-7
광고 음악만 기억에 남네요... 트라하2도 못됨 사활을 건 게임?? 그래픽부터 망했고 전형적인 양산형 오토게임 넥슨주가 볼만할듯 개똥겜좀 그만 만드세요 무슨 넥슨의 대작이에요,1.0,0,2019-11-7
해외에서 기다린유저는 또 바보가 되었네. 좀 글로벌하게 놉시다. VPN 켜도 안되네 쩝.,1.0,2,2019-11-8
서버터질 수 있음. 근데 사전예약수 봐가면서 대비했어야지 하면서 짜증나지만 참을 순 있음. 근데bj들만 서버 열어주는건? 개노답. 바로 삭제함. 리니지2m이나 마저 기다릴란다.,1.0,7,2019-11-7
태국에 머물고 있는데요. 접속이 막혔네요. 다른 게임들은 메시지는 주면서 안되진 않던데. 기획 미스 인가요. 열어주세요. ,2.0,0,2019-11-11
넥슨의 기대작 다운 작품 그래픽도 좋고 UI도 깔끔하고 타격감도 시원시원함. 회사에서 몰래 게임하기 딱 좋음 쿼터뷰라 눈도 안아픔.,5.0,2,2019-11-7
프로모션과 상반대는 느린 구동(로봇이 움직이는듯) 그래픽도 픽셀이 최저인듯(최상 해상도로해도 그림판에서 잘만든 그림같음),2.0,1,2019-11-7
오픈일부터 해보니깐 커스터마이징도 잘 만들었고 게임자체도 너무 재미있어요^^ 다른미션하면서 자동진행으로 같이 할수있어서 좋은거 같아요,5.0,0,2019-11-12
"기대이상의 캐릭터 디자인, 게임 배경과 조합해도 어색하지않네요. 우리나라 사람들 취향에 딱맞는거같아요.",5.0,0,2019-11-13
아쉬운 부분도 있지만 100% 만족할 순 없으니.. 대체로 좋습니다. 할만해요. 욕할 수준은 아닌데.. 재밌게 하고 있습니다.,5.0,0,2019-11-13
챗창개선 필요해보이고. 필보 이동시 불편한것도 개선됐음 하구요. 그 외에도 불편한점이 조금씩 보이지만 할만 하네요,4.0,0,2019-11-13
게임을 잘하진 않지만 포기할수 없게 만드는  다양한 재미를 제공하는 게임 인거 같습니다 ! 앞으로도 더욱 다양한 콘텐츠 부탁드려요! ,5.0,0,2019-11-13
초반에 재미는 있는데..필드 보스도 젠 되는 곳이 틀리고 던전도 없고. 그냥 노멀한 게임이내요,4.0,0,2019-11-13
Mmorpg중에 꽤 괜찮은 시스템인듯함 세부적으로 볼때 창고 용량 따로 돈늘리는걸로 안하는거랑 개인물품 소장가능한 용량이 레벨에 따라 늘어나는게 좋음 그외에도 너무 과금만 유도하는게아니라 좋음,4.0,0,2019-11-13
장비변화가 거의없고 퀘스트는 그저그렇고 필드보스에 대한 위치정보나 장비강화도 강화주문서로만 강화해야되는게 불편하네요,3.0,0,2019-11-14
스마폰 사용자들 눈 버리겠읍니다 이거 눈병 생성되는 딱좋은 게임 글씨가 보이나요 스마트폰 사용자님들 잠깐 게임 실행후 확 올라오는짜증 감 된장입니다 게임 자체가 안좋타는게아니라 스마트폰 사용자들의 배려가 필요합니다 게임창이 너무 작아 글씨 자체가안보임 확대도 안돼고 ,1.0,0,2019-11-17
아이템점 드랍되게해주세요 필드에서도 주세요 보스몹 말고,1.0,0,2020-1-23
다운받고 접속해도 여정을 준비하고 있다고나오고 다시깔아서 해봐도. 여정을 준비중이라며 켯다다시접속하면 받앗던 파일 다시받으며 데이터만 잡아먹네요 데이터 날도둑이네요 지우고 갑니다,1.0,1,2020-2-12
리니지 할 돈은 없고 도박이나 완장질은 하고 싶은 거지들이나 하는 게임,1.0,0,2020-6-13
그래픽 좋고 최적화도 잘되어있음... 다만 초기 카메라 설정이 퀵뷰라 오해해서 삭제하기 딱좋고 사냥 비매너 모드가 기본 설정까지 초기 설정이 별루임 그외는 괜찬은거 같음,4.0,3,2019-11-7
"게임은 할만하다 근데 고든1섭하고 2,3,4,5 섭하고 다른섭할꺼면 이름왜같이해두셨어요?? 친구들하고 같이하려해도 서버를 못들어가네 서버이동시켜주세요 사람 없는곳으로 기다리면서까지 하고싶지는 않습니다.",2.0,0,2019-11-7
52까지 길렸는데 게임이 안돌아가요..  lg g5스마트폰.. 잘되다가 안돌아가네요. 접속후 1초뒤 팅김.,1.0,0,2019-11-12
너무 자주 튕기네요 처음보다 업그레이드 이후 더 심각하게 튕기네요 무과금 유저는 하지 말라는 이야기인지 아쉽지만 그만 지웁니다,1.0,1,2019-11-11
난 모바일게임 시장이 돈이 목적이 아닌 진짜 유저들의 즐거움을 느끼는 방향으로 성장해주길 바란다. 린m이랑 똑같은 뽑기 시스템에 지웁니다.,1.0,0,2019-11-9
