내용,평점,공감수,작성일
공명과 멀린을 내놓으신다면 유혈사태는 일어나지않습니다!!!!!,3.0,0,2019-6-14
엇그제 업뎃하기 전에 풀 버니언 다섯장 다 모아서 보구5렙 맞췃는데 오늘 키우려고 보니까 사라졌어요. 무슨일이죠,2.0,0,2019-7-27
산타얼터릴리를 얻을려고 올 클리어를 했는데 호부나 주고 백은색 교환권은 왜 안주시나요? 사기친거야?,5.0,0,2018-12-7
가챠 확률 어마어마하게 창렬함 돈 한번 쓰기 시작하면 끝이 없고 결국 포기하게 되기 때문에 아예 리세계 사서 무과금으로 하는게 제일 현명한 게임,1.0,0,2019-10-20
파라오 감사제 이벤 왜 건너뜀? 돌 40개만큼 화나네 아,5.0,1,2020-3-12
페이트를 좋아하는 한 사람으로써 괜찮다고 생각합니다. 가챠시스템만 빼면...,4.0,0,2018-9-25
당신의 최애캐가 인질로 잡혀있습니다 구출하시겠습니까????? 예 / 아니오,5.0,0,2019-2-22
이거 과금 안해도 5성 15개정돈 얻을수 있고 무엇보다 애정을 담아서 키우면 똥캐는 없습니다...,5.0,0,2020-1-3
갓겜이다 그렇기에 관리를 잘해주지않으면 무의미인것,5.0,1,2019-6-19
백날 말해봣자 무슨소용 있겠냐만은 뽑기확률 에바다 ,3.0,0,2020-1-5
진짜 이거 하시려는 분들은 고민 마시고 일단 다운  리얼로다가 존잼!!,5.0,3,2019-1-25
7장 모든 면에서 감동이었다. 이게 갓겜이지. 양산형이 아니라,5.0,0,2018-12-11
흑잔 뽑고 싶다... 오늘 12시에 10질러서 안나오면 55 긁은거니 GG,5.0,0,2020-1-22
님들아 확챠 저만사라짐? 갑자기 왜안뜸?,4.0,0,2020-1-3
호부 13장에 성정석 51개 썼는데 예장만 나왔다. 이딴 식으로 할거면 때려쳐라.,1.0,1,2019-11-21
나는 재밌게 하고 있습니다. 5성 뽑아보고 싶다...,4.0,0,2019-9-25
페그오가 이렇게 성정석을 뿌린다고 ..? 네놈은 누구냐!?,5.0,0,2019-7-24
1부 종장까지는 봐야됨 4장까지는 걍 스킵,4.0,0,2020-1-14
아놔진짜 이말 하나 안해줄려고했었는데 일대죄확률조작하고 페그오확률조작하네 넷마블아,1.0,0,2020-1-25
휴...돈마블에 다시 손을 대다니...내손을..제물로 바치리...,5.0,1,2018-11-4
더많은 컨텐츠 부탁드릴께요. 그래서 그랜드어쌔신은 언제쯤?,5.0,1,2018-11-24
생각보다 재밌네요. 리세마라를 잘하는게 중요하다 생각됩니다.,5.0,0,2019-1-16
"스토리 봐라 2번 봐라 2장,4장? 그런게 스토립니까?",4.0,0,2019-2-10
원하는 서번트가 안 나옵니까??? 친구 서번트를 쓰세요!!!!,5.0,1,2019-2-22
니같으면 이딴거 하겠냐? 흑우는 한다 (음메),1.0,0,2019-5-12
한번 빠지면 탈그오 못합니다^^ 너무 조아요...페그오가 저의 삶의 원동력임 그러니까 버쿠좀여....버쿠좀 나오게 해줘요.....((오열,5.0,5,2019-1-18
살려주세요. 원하는 아이들이 안나온다고 이렇게...,4.0,0,2018-9-17
600돌로 픽업 서번트 못뽑는게 말이되냐? 꼬아서 접는다.,1.0,0,2018-12-22
혹시 아이템 중에 필요 없는 거(예 : 골든 베어 라이터) 매매나 삭제가 가능한가요?,5.0,4,2019-8-31
우와! 이겜 넘모 재미써요 ^p^ 지금 시작하면 갗챠를 게또 할 수 있어오^p^,5.0,0,2019-7-4
정.말.재.밌.다 (더할 말없음)? 그니깐 깔어 ?,5.0,0,2019-12-29
애초에 서번트계수 합치면 5성4성 개많은데 이걸 확률주작이라하네 픽업갓챠 0.15퍼의 갓겜을해봐라,5.0,0,2019-1-21
이번에 스카사하님의 수영복을 보며 눈호강을 합니다..,5.0,0,2019-7-2
페스나 팬으로써는 조금 실망이네요 ... 재미가 없는건 아니지만...,4.0,0,2019-1-5
최악의똥망겜 이거할바에 플래시게임하는게이득 플래시게임 가볍게1승^오^,1.0,0,2018-12-11
현질 안해도 좋네요. 그래도 15만원 해줬어요.,5.0,0,2019-9-15
엔딩을 봐야 이벤트에 참여 가능한 게임이 있다?!,2.0,0,2019-12-27
성정석을 이미 샀는데 어떻게 환불받을 수 있나요?,5.0,0,2019-7-5
아직 많이 하지는 않았지만 지금으로써는 상당히 만족스럽습니다.,5.0,0,2019-12-14
5성서번트나올 확률을 조금만 올려주시면 안될까요?,5.0,0,2019-8-24
확률 미쳐...얼마를 써도 안나오네...,3.0,1,2020-1-11
강화 힘든거 빼고는 최고의 모바일 게임이라고 할까?,5.0,0,2019-3-2
그오를 한국어로 플레이하게 해줘서 감사합니다,5.0,0,2018-12-19
모든 달빠들이여 이 전능한 위업을 보아라! 그리고 절망해라!,5.0,12,2018-10-26
좋아요 근데 전 가챠에 운이없나봐요? 개념만 계속나온다....저도 5성 뽑고싶어요엉엉엉,5.0,1,2019-1-29
성정석260개의 결과물은 4성 서번트하나,5.0,0,2020-1-6
안그래도 제가 캐릭터 중에서도 가장 좋아하는 게 아처 걸랑요^^,5.0,0,2019-5-1
창렬망겜. 나스빠가 아닌이상 할게 못됨 근대 나는 가월십야가 나오기전부터 나스빠였잖아? 쑻,4.0,0,2018-12-21
원래 페이트 엑스텔라 시리즈도 하고 있어서 좋아 합니다 ,5.0,1,2018-10-18
어허.... 1.5부 시작됬누... 이제 빨리 또 이 악물고 뛰러 갑니다... 클났네 ^p^,5.0,1,2019-6-19
개꿀잼 레알로 이게 왜 인기가많은지 이해가간다 캐릭도 내가 좋아하는게 다걸리고...,5.0,0,2019-4-23
나스님 믿습니다 (별4개인이유는 가챠확률이 헬이라서),4.0,1,2019-1-18
장난치냐?? 성정석 360개 호부 20으로 안나와서 30만 질렀는데 30질러도 멀린 안나왔다;; 뭐하자는 짓이냐? 적당히해야지;,1.0,27,2018-12-20
8개월 정도 하고 있는데 이겜이 젤 편하고 스트레스가 없네요,5.0,1,2018-10-26
멀린부터 계속 가챠운이 바닥을 치다가 이번에 전부터 뽑고싶었던 물총밥 캐마리 마르타 전부 얻음,5.0,0,2019-7-11
이겜 운영하고는있는거임? 사람들 댓글에 답변도없고 ...,2.0,0,2019-11-24
스킬이나 필살기 쓸때 자막으로 한글좀 넣어줘요 뭐라고 하는지 하나도 모르니까 재미가 없네,1.0,10,2019-2-16
현타와서 삭제했다. 하지만 좋은게임이었다.,5.0,0,2019-6-26
돈이 남아도는 흑우들에게 추천하는 **내손안의 강원랜드**,5.0,1,2019-9-22
하... 이 좋은 겜이 왜 똥마블 손에 들어왔는지...,1.0,0,2018-11-3
"모든마스터분들,멀린 기원합니다.저는 핫산 존버할거에요.",5.0,0,2018-12-19
로마니를 사랑해주세요!! 우리 로마니!!! 우리 엘키두!!,4.0,0,2019-1-18
레어프리즘 저거 쓸사람이 얼마나 있을지...,3.0,3,2018-11-13
5성 확률이 극히 낮은거 빼고는 좋습니당! 일해라 딜라...,5.0,0,2019-2-22
멜트 보구 2렙 했습니다 감사합니다..감사합니다... 이제 존버타다 수영복잔느 뽑아야겠습니다...,5.0,22,2019-7-2
가챠운 안좋은거 가지고 커뮤니티에 불만글 쳐올리는 놈들은 대체 뭐냐...,5.0,0,2018-9-29
과금유도 가 없는 것같은데 과금유도 심하단 사람 뭐임?,5.0,0,2019-1-11
타입문 세계관 열성팬이라면 해볼만하다.,4.0,0,2018-12-19
너무좋은 은게임 인것 갔타요. (멀린),5.0,0,2019-1-12
지금은 잘 하고 있는데 어떻게 캐길이 210개 부어도 않나옵니까,4.0,0,2018-12-19
그나마 성장석 이벤트 라도 열어주시면 별5개 드립니다,4.0,0,2019-4-27
안한사람은 있어도 한번한 사람은 사람은 없다!!!,5.0,0,2019-8-29
"이 앞은 지옥이니까 오지마세요, 도망쳐!!",4.0,0,2019-10-16
아니 그래도 20만원이나 썼는데 얼굴좀보여줄수는있잖아요 ,3.0,0,2019-5-19
페이트 아이피펜아니면 도망가 페이트좋아하면해,5.0,0,2018-10-13
"ad dmmmrfrs 쁘늦.- 는.,525 프.,",1.0,0,2019-2-22
저가 페이트 팬이라서 했더만 정말 재미있네요.,5.0,0,2019-3-3
이거 너무 5성이 안 나와요 좀 확률 좀 올려줘요,2.0,0,2019-3-31
데차보다 5성이 안뜬다는데 사실인가요?,5.0,0,2018-11-14
에드몽당테스 감사합니다 이남자라면 엉덩이를 줄수있을것 같아요,5.0,1,2019-1-28
렌서는어디있죠?설명에무시당한초록머리렌서 불쌍해 ,5.0,0,2019-5-22
내가 페덕 오덕은 아니지만 진짜 잘만든게임이야 할만함,5.0,0,2018-9-26
ip빨. 그런데 500이상 질러서 뭐라고 욕하기도 애매하다,1.0,0,2019-7-3
이 게임을 토대로한 수많은 망겜들은 양산하고 있는 망겜의 원조 중의 원조,1.0,0,2019-12-16
솔직히 달덕한테 이보다 나은 겜은 없다,5.0,0,2020-3-2
솔직히 운빨겜인데 난 운이 좋으니까헤헤헤헤헿,5.0,0,2019-2-22
..................... 말이 필요 없음 최고!!!!,5.0,0,2018-12-16
전왜 산타릴리 7장까지 전부클리어했는디 왜 백은색이 없는 걸까요?,4.0,1,2018-12-15
 가챠하다 꺼저서 다시들어갔는데 30개 사라졌습니다 복구부탁드려요,3.0,0,2019-7-30
만화나 애니를 봤다면 아주 좋아할만한 겜,5.0,0,2019-8-6
음 좋아...하지만...가챠...살..려......,4.0,0,2019-8-23
가챠망겜. 달빠들 골수빨아먹음 물론 이짓하는 나도 달빠. 충성충성 ^^7,4.0,0,2019-11-25
확룔 대 발암이네 아니 별 60개에 호부10장 썻는데도4성하나 안나오냐근데 그래도 재밌음,5.0,1,2019-1-14
가챠 1프로. 과금해도 안나온다. 하지마라.,1.0,2,2019-5-25
잼나요 너무간단하게 애니로도 보고싶은 스토리?,5.0,0,2018-12-22
난릉왕은 어디서 봐요?그거 보고 입덕했는대 ,5.0,1,2018-12-2
진짜 성정석 720개를쓰고 호부도 20개가량을쓰는데 5성서번트 하나를 안주는게 미친 게임이냐 정신나간 넷마블,2.0,2,2019-4-26
가차확률 상태가..... 5성 나오긴하나요..?,4.0,1,2018-9-20
친구때문에 시작하게되었는데 진짜 개꿀잼!!!!! 날마다하고있습니다,5.0,0,2019-5-16
에픽쓰레기랑 비교 해서 미안하지만 그똥겜보다 재밋네요,5.0,0,2019-7-14
제가 페이트 애니를 좋아해서 게임봤는데 개.꿀.잼 입니다.,5.0,1,2019-2-19
이겜이 무슨사건이터져도 난페이트를 버리지않겠엉,5.0,1,2018-9-16
애정캐만있으면즐겁다 근데캐길사마가 없다,5.0,0,2019-2-11
CCC이벤트 하다보면 몇번 튕기던데 저만 그런가요?,5.0,0,2019-5-6
내우편함에몰래이슈타르5장을넣어준다면정말고맙겠어.,1.0,1,2019-7-24
성적석 588개 있었는데 왜 242개 됬어요..아니 제발 복구해주시죠,3.0,1,2019-11-2
이전에 타다노온나노코드립쳤더니 장난인줄알고 패러디 줄줄이 달던 남덕들..과 코드가 맞을 게임.,1.0,1,2019-5-24
님카멀! 내카멀! 멀린의 축복 있으라!,5.0,3,2018-12-19
이거 땜에 유서가인생망했어요 한사람의 인생이 한방에늘라가버렸어요,1.0,0,2018-10-31
마슈를 인질로 잡아 리뷰를남기게하다니 별 다섯개 줄 수밖에,5.0,0,2018-9-16
카르나얼터랑 무라마사 나왔으면 좋겠다.,5.0,0,2019-12-13
타입문의 어벤져스티스리그. 달빠아재는 너무 행복하다,5.0,0,2019-12-16
솔직히 이 겜 페이트랑 연관 없었으면 망겜인데 페이트와 관련 되니까 오질라게 빠는 저가 있었습니다,5.0,0,2019-3-13
더러워서 글쓴다 무료돌1400돌인데 픽업캐 하나 먹을려고 1200돌 쓰는게 말이됩니까? 유로돌 로 생각면 끔찍하네 확률 주작 더러운 쓰레기들,1.0,8,2019-4-15
아 0.012%확률 5성을 10뽑기에서 2개를 얻었네요 이야아아앙,5.0,0,2019-5-24
가챠운이 너무심해요 1200돌 썼는데 5성한장..,3.0,0,2019-8-28
와! 900돌밖에 안박았지만 길가안주는 갓겜!,5.0,1,2019-4-17
1부 12345장 스토리는 그저 그런데 6 7 종장이 개감동임,4.0,0,2019-12-29
근성?만 있다면 무과금으로도 충분히 가능,5.0,0,2019-5-24
똥망겜 개돼지 겜 이걸 왜 하냐? 노예들아,1.0,0,2019-1-16
제 인생 최고의 발렌타인데이였습니다 감사합니다,5.0,1,2019-2-23
얼마든지 질러줄테니까 월정액이랑 패키지좀 내놔아아아,5.0,0,2019-9-22
드디어 한그오도 2부! 페이트 그랜드 오더 파이팅!,5.0,17,2020-1-3
릴리는 쓰레기이지만 그래도 귀여워서 쓰게됨,5.0,0,2018-9-24
페이트 라는 아이피 빨이 없었다면 진작에 망했을 게임,2.0,0,2019-2-15
클레오파트라가 처은부터 나오다니 기뼈요 ,5.0,0,2018-11-4
이 겜을 하는순간이 아닌 보는 순간부터 넌 흑우다,5.0,1,2019-2-22
원래 페그오는 흑돼지들이 돈질하면서 하는겜 아닌가요?,5.0,0,2019-8-6
"아아- 나스 기노코 당신은 ""천재""다.",5.0,0,2019-1-28
아니 220돌로 가챠했는데 안나오네 솔직히 1년내내는 안했지만 반년은 했는데 이슈타르 만 얻고 5성은 안나와 이게 뭔 가챠야 아예 안나오는데,1.0,3,2018-12-19
첫 시작으로 5성 케찰코아틀이 나왔네요,5.0,1,2018-12-23
공간많이 먹고 렉걸리는 것 만 빼면 탑3위안에 들어가도 될 겜,4.0,0,2019-7-24
제거했다가 다시 설치하니 됩니다. 죄송합니다.,5.0,192,2019-2-8
성정석이 귀해서 쫄리는 맛이 있는 가챠겜,5.0,0,2019-6-3
11월13일화요일 임시정검 보상 주세요,5.0,1,2018-11-13
페이트 최애니인데 그걸 게임화 칭찬합니다,5.0,0,2018-9-16
더러운 가챠게임 하지만 내 계정에게는 상냥하겠지,5.0,0,2019-7-7
사유 5성 확률 1% 5성 단독 픽업 0.7% 4성 확률 3% 4성 단독 픽업 1.5%,4.0,0,2019-12-16
아직 알아가고 있는중입니다 천천히 해볼게요,3.0,0,2019-1-2
돌 360개 돌렸으면 5성 하나는 달라고오오,3.0,0,2019-7-31
요즘 나오는 린2M같은 m이뒤진 양산형 겜들보단 좋습니다.,5.0,0,2019-11-28
양심 있으면 확률좀 올려라 호부50개에 성정석 몇백개썻는데 3성이 끝이네,2.0,4,2019-3-9
그래도 꾸준히 할만함 가챠 욕심만 버리면..,5.0,1,2019-3-18
40번은 뽑았는데 5성하나가 안나와주냐,5.0,0,2019-1-21
제발 예장이랑 서번트 좀 분리해주세요 미칠거같아요,1.0,1,2019-6-9
에레쟝 ^^바아아알 만나러갈게!!!!!,5.0,0,2019-12-16
게임성은 그저 그럼 페스나 좋아하면 하셈,3.0,0,2018-12-16
엘키두 픽업 나오고 멘탈갈려서 지웠는데 3일만에 다시깔고있네요 인생...,5.0,0,2018-12-22
딜라야 이게 개임이냐. 예장 서번트 분리좀 해라.,1.0,1,2019-7-24
만 12세가 아닌 만15세로 설정해주세요.,3.0,1,2018-11-9
여기에 써도 아무 답변 못얻어요 흑우들아,5.0,0,2019-11-18
어디서 갓겜 냄새가 나는것 같아서 플레이해봤는대 그 갓겜이 이겜이었네,5.0,1,2018-12-8
내가 5점 안주면 누가주나 페그오 오래가게해줘,5.0,0,2019-10-2
딜라이트한테 말해서 가챠확률좀 올려주셔,5.0,1,2018-11-24
너네들은 이런 유사갓흑우겜하지마라 나처럼 빠진다,5.0,0,2018-11-17
1200돌 1카르나 딜라야 이게 게임이냐?!,1.0,2,2019-7-2
정말 갓겜이예요 와..잔다르크 얼터주셔서 감사합니다,5.0,0,2018-10-2
암굴왕.....복각...내주세요.. 제발쓰....,5.0,0,2018-9-16
영화에 어벤져스가있으면 애니에는 페이트가 있음,5.0,0,2019-4-30
폰 바꿨더니 이거 하라고 떠서 또 하네,4.0,0,2018-9-27
달빠가 아니면 하지마셈 하지만 난 달빠니까 별 5개,5.0,2,2019-4-6
아....무과(갓)금 잔느.보3....,5.0,0,2018-11-21
요즘같은 폰겜 침체기에 그나마 젤 은 겜인듯,5.0,3,2018-11-18
한그오 텍스트 읽으면서 하니까 그래도 게임 같다,5.0,0,2018-11-20
프리즈마코즈 복각 계획 있나요....?,5.0,0,2019-1-11
돌600개+10만원 멀린 폭사 말이됩니까 환불해줘여 으에에에에에,1.0,0,2018-12-19
가챠는 나쁜 문명만 아님 5별 달이 차오른다,4.0,0,2019-6-29
5별 드릴테니 5성 나오게 해주세오...,5.0,0,2019-1-18
0.7%은근 높음 연차 한번만 돌리면 나옴 근데 애정캐 홍챠만 안나온다 홍차야나와줘,5.0,0,2019-5-24
돈마블 가챠는 포기하세요 헤비과금 하시던지,3.0,0,2018-12-31
복각 칼데아보이즈 에서 10회 소환했는데 4성이 안나와요,1.0,1,2019-3-6
가챠가 창렬이지만.. 갓겜  멀린까지 존버간다,5.0,1,2018-9-21
님들 성정석 주는거 내일아녔음? 쨋든 멀린 감사 압도적감사,5.0,0,2018-12-19
길가메쉬 픽업 성공했으니까 이건 갓겜임,5.0,0,2019-4-17
가챠 성공하게 해주세요 5성서번트 플리즈,5.0,1,2019-1-18
줫망세븐 하지말고 갓킹오 하자 10 질러서 이번 여름한정 다먹었다,5.0,0,2019-8-20
다른건 다괸찬음 .. 가챠가 문재 마블히어로 급임,3.0,0,2018-12-20
내 성정석 내놔 멀린 확률조작에 쓰인 내 돌 내놔,3.0,5,2019-7-2
5성좀 주면 안되냥 400돌써도 안주냐 너무하네 진짜 한번만 주자 좀,1.0,0,2019-1-14
여기 흑우가 많누 다 도축해서 먹어야겠누,1.0,3,2019-6-29
쿠훌린얼터뽑자고 140썻는데 하나도안떳다 이게게임이냐,1.0,0,2019-8-12
주완 선생이랑 카밀라 모션 개편 빨리좀여,4.0,0,2018-11-19
제발.....멀린가챠확률 올려줘....,5.0,0,2018-12-27
겜 처음 하자마자 바로 물총밥나와서 갓겜 ,5.0,0,2019-7-15
"웅장한 스토리 , 한번쯤 들어본적 있을 법한 신화속 영웅들을 접할 수 있는 기회. 저 레어로도 즐길 수 있는 게임. 가챠 확률만 좀 ",4.0,0,2020-6-13
머지???? 갑자기 어플이 사라졌어요!! 깔려는 있는데 아이콘이 안보여요!! ???????? (수정) 폰 껏다키니 다시 나왔네여 뭔경우지;; 겔s10 5g입니다,5.0,0,2020-6-26
구글 연동 기록 제거 좀 부탁드립니다. 지맘대로 기록되있네요.,1.0,3,2020-5-28
좋아하는 작품 속 캐릭터(전자 피규어)로 놀수있는 덕후를 위한 스토리 게임 단기간에 키우려하면 돈이 엄청나게 깨지지만 천천히 인내심을 가지고 꾸준히 하다보면 무과금으로도 충분한 게임이다. 다른 게임보다 구캐릭과 신캐릭의 격차가 적은데다 꾸준히 밸패를 하고 배포캐릭들의 성능도 상당하기 때문에 공명만 뽑는다면 나머지는 운 아니면 인내심으로 버틸 수 있는 게임이다.,4.0,0,2020-6-2
영자님 제가 이번 업데이트하기전에 서정석이 270개쯤됬었는데 40개가 사라져있어요 저만의 착각이나 실수면 모르는데 친구것도 60개정도 사라졌습니다.,5.0,0,2020-6-14
요번 업뎃 이후 자꾸 앱이 종료되는 현상이 일어나네요 캐시클리어 했는데도 같은 현상 발생. 갤s9,5.0,1,2020-6-25
게임에 들어가려고 하는데 흰색배경만 나오고 게임에 들어가지 않아지네요 이거 어떻게 해결하는가요?,3.0,0,2020-6-28
요새 이상하게 캐릭터 음성이 깨지면서 들리네요,5.0,4,2020-6-11
이게 게임이면 내가 똥을 싸는 것도 하나의 게임이다,1.0,0,2020-5-28
페이트 그랜드 오다팬 입니다. 정말좋아합니다. ,5.0,0,2020-6-28
캐릭터 수집이 다인 게임이 수집이 힘듬. 노력으로 자신이 원하는 5성 캐릭 얻는게 불가능함. 운없찐들은 절대 하면 안됨..,5.0,0,2020-5-28
이거 오늘 다른폰에 계정연동을했는데 연동되는정보는 떳는데 누르니깐 아무일도없고 터치도안되내요... 어떻게좀해주십시오...,5.0,0,2020-5-15
게임 접으려다가 수영복 키요 나와서 안접었다. 서번트 좀 나오게 해라. 진짜 접는수가 있어!!,2.0,0,2020-5-6
지금 게임 구동이 안 되서 핸드폰 껐다가 켰는데도 안 되고 있는데 이러면 어떻게 되죠?,4.0,0,2020-5-28
재밌어요. 가챠는 지옥이지만 공명은 꼭 뽑고 시작하세요,4.0,0,2020-5-28
걍 열심히 무과금때려서 5성드세요. 그게 제일좋음,5.0,1,2020-5-29
내돈뱉어내 이건 인간적으로 아니지 이게뭐임,1.0,1,2020-5-17
캐릭터만 보고하는겜이라 생각했는데 은근히 재밌음 하지만 갓겜까진 아님,5.0,0,2020-5-28
"스토리와 조작법, 일러스트가 좋습니다 과금이 없이도 쉽게 즐길수 있어서 좋은 게임이 될거 같습니다.",5.0,0,2020-4-28
이 게임에 돈이 들어가는 순간은 애정케가 나와서 애정을 증명하라고 하는 순간이다.,5.0,0,2020-4-28
나는 멀린과 공명을 얻고십다...다음 기회를 기다린다 그리고 이 게임이 오래오래 플레이를 할것이다,5.0,0,2020-4-28
라이코수영복버전 아츠모션발동시 시점이 배경쪽으로 이동합니다.,5.0,0,2020-4-29
인게임은 정말 재미없지만 스토리때문에함,5.0,0,2020-5-28
여러분이 운이 좋다면 5성 잘 뽑을 수 있습니다. 5성 없이 나머지만 뒤지게 키워도 스토리 미는건 전혀 문제 없구요. 그리고 자동 좀 넣어달란 소리 하지마세요들... 어차피 생기지도 않겠지만 자동 생기면 여러분들이 열심히 할것 같습니까....?,5.0,0,2020-4-3
갑자기 접속이 안돼요...잘만 하고 있었는데 오늘 아침부터 접속이 안돼네요 자꾸 와이파이 연결을 확인하래는데 와이파이 잘 뜨거든요...뭐가 문제죠??,5.0,3,2020-4-28
달빠가아니라 처음 입문했습니다. 서번트와 예장이같이 나오는건 좀 확실히 돈이아깝다고생각해요. 친구들과 천천히 즐기고있습니다,4.0,2,2020-4-28
"페스나, 페제에 나오는 캐릭터를 좋아하시는 분이 아니시면 이 게임을 하시는 걸 추천하지 않겠습니다. 진짜 애정 없으면 하기 힘든 게임입니다.",3.0,0,2020-4-25
나름대로 즐기면서 하는게임. 가챠가 좀 창렬하긴하지만 개인적으로 제일 잘 맞는 모바일겜인듯,5.0,0,2020-4-1
넷마블 페그오 돈 된다고 매크로 답변만 보내는게 너무 역겨워요,1.0,1,2020-4-27
로딩시간점줄여주세요다졸은데로딩이좀긴즛합니다,5.0,0,2020-4-9
전체적으로 과금없이 하기 좋으나 애정과 덕심없이 하기엔 너무 힘들다 난 최애캐 현금술 10으로 뽑음 !,5.0,0,2020-4-8
제가 fate stay night ubw를 재미있게 잘 봐서 이게임이 나왔다고해서 바로 다운받았고 지금까지 재미있게 잘 하고있습니다,5.0,0,2020-4-1
아포크리파 이벤트열리면 잭이랑 스파르타쿠스랑 카르나 모션 리뉴얼도 해줘라 일판엔 이미 나왓자나,5.0,0,2020-4-24
여러분이 뭘 원하든 여러분이 원하는것은 안나옵니다.,2.0,2,2020-4-28
제가 원하는 캐릭터를 마음대로 골라 모으는 재미가 있고 스토리가 재밌어서 좋습니다. 다만 픽뚫만 아니면 좋겠네여. 제가 좋아하는 캐릭터가 안나오면 무과금은 1년동안 또 기다려야하는게 현실이지만 꾹 참습니다...,5.0,0,2020-3-11
재밌음 좀 더 다양한 서번트가 추가되었음 하네요 처음 페그오 나올때 제가 올린 리뷰인데 현재는 너무 컨텐츠가 뻔하고 무엇보다 가챠확률 극악에 천장이없다.. 없어도 클리어는 고인물이면 무난하지만.. 뭐랄까.. 달심으로 플레이하고 달심으로 떠나지 않고 지르는 유저들이 많은 느낌.. 이 겜의 처음과 끝은 캐릭터 장사이고.. 추가되는 컨텐츠가 없고 극악의 가챠에 대한 최소한의 유저배려가 부족하는건 안타까울 뿐이다.. 뭐 배포서번트나 저성들로도 클리어는 어려울뿐 가능하지만 ..,4.0,0,2020-3-12
다 좋아요. 근데 다빈치 공방 마나프리즘 교환 기간을 1주일에 1번으로 고쳐주시면 안될까요?,5.0,0,2020-3-13
이벤트 진행중에 이야기입니다. 이벤트 퀘스트 클리어후 게임이 강제종료됨과 퀘스트 클리어후에 보상을 받기위한 아이템교환소를 탭할때의 강제종료되는 현상이 나타납니다. 버그인지 확인부탁합니다.,2.0,0,2020-3-15
아예 이제는 게임 접속이 불가능하니 500일 가까이 접속한 유저한테 너무하네,4.0,2,2020-3-12
갓  겜인줄 알았는데 공의 경계 픽업떄 호부 76개 날림 이 쓰레기 게임아,5.0,0,2020-3-11
다좋다.하지만 가챠확률 올려라. 정떨어지기 전에,5.0,0,2020-3-11
조금만 5성이 더 잘나왔으면 갓겜인데...,4.0,0,2020-3-12
요즘 너무 피곤하다. 가챠는 나쁜 문명!,4.0,0,2020-3-22
그저 보기만 했던 만화를 직접 게임으로 하니 좋고 구냥 좋아연^^,5.0,0,2020-4-1
80만원 썼는데 5성 서번트 하나가 안나옴,5.0,0,2020-4-1
오랜만에 접속햇는데 5성 나오다니 갓겜,5.0,0,2020-3-19
오랜시간 기다림때문에 더욱 재미있습니다,5.0,0,2020-4-1
와이파이 조금만 불안정해도 아예 들어갈 수가 없습니다.,2.0,0,2020-4-1
성장석만 좀많이 뿌리면 좋겠네요. 너무 얻기 어려움,5.0,0,2020-3-11
갤 노트 10+에 5g 사용자인데 데이터로 업뎃 받으려고 하면 이상하게 느려요. 수정해 주세요,2.0,2,2020-1-24
뭔 리뷰쓰면없고 쓰면없고 과금요소 개심하고 천장없고 운영 노답임 스토리하나본다 근데스토리도 캐릭터없으면빡세서 못밈 그리고 전에 뽑기확률도 조작햇던거같은데,1.0,0,2020-1-25
그...달경단 40던전에서 캐스터의 그림자 서번트가 보구?쓰고나면 버그 생겨요,5.0,0,2020-3-11
폭사에 대한 악몽만 생기지 않는다면..갓겜인것이야.. (간단),4.0,2,2020-1-22
일 안하십니까....백중탑 이벤트 날짜도 얼마 안하는데 오류땜시 겜 할수가 없습니다. 가뜩에도 군인이라 시간도 없는데...이벤트 기간을 늘리던디 해주십쇼,1.0,0,2020-1-26
성공한 IP를 만들어라 그러면 어떤 똥겜이든 유저들은 지갑을 열 것이다,5.0,0,2020-4-28
네로 글라디우스 성배제림까지 했는데 스킬 개방이 다 안돼는데 도와주세요,4.0,0,2020-3-11
페이트 캐릭터로 팀을 꾸려 싸울수 잇어 나름 재미나네요^^,5.0,0,2020-3-11
게임에 들어가고서 touch screen이뜨는데 터치가 않돼서 들어가지지 않아요,1.0,0,2020-1-27
응기잇!!!! 가챠 기모찡!!!!!!!!!!!!!!,5.0,0,2020-1-22
뽑기도중 게임이 나가졌는데 그대로 성정석30개가 날아갔습니다 해결해주실수있나요? 그리고 다음 가차로 뽑혔던 아스톨포 도 들어오지 않은것 같습니다... 답변부탁드리겠습니다,5.0,0,2020-1-1
일그오하고 갸차확율이 너무차이나서 글쓸게요 일그오에서는 10회돌리기하는데 5성하고4성이떠서 기뻐하고 좋았지만 한그오에서는 너무 확율이 차이가 낮아서이 점좀 조정해수세요,5.0,0,2020-1-19
"어느순간들어와보니 페이스북연동이끈켜졋어요 아마가명으로하거나그래서그런거같은데 100레벨에 정말열심히키운아이뒤가없어지니 너무 슬프네요 이경우는 다시아이디를찾을수는없는건가요?""",2.0,0,2020-1-17
20년전 복돌로 페이트 입문한 아재들 이자까지 붙여서 돈 뜯어내는 성공한 전 야겜 세이버 국밥 먹고싶다.,4.0,0,2019-12-16
확률 참 개같네 5성 뽑을려먼 거의 현질해야되네?,5.0,0,2020-1-4
내가 공명 뽑았으니 갓겜임. 아무튼 갓겜임,5.0,1,2020-1-4
스토리재밌습니다 가챠는 확률이라 얼마를 자르든 나올놈나오고 안나올놈 안나옵니다 그냥 무과금으로 해도 1부는 어느정도 쉽게깹니다,5.0,0,2020-1-10
